smiles_harmonized,BileAcid_delta_count,has_primaryAmine,has_secondaryAmine,has_carboxylicAcid,has_alcohol,has_phenol,has_alkene,has_thiol,has_ester,has_phosphate,has_ketone,has_aldehyde,data_source_is,synonyms,mf,monomass,inchikey,csv_file_name,dbid_Broad,dbid_chembl,dbid_FoodDB,dbid_CyanoMetDB,dbid_drugbank,dbid_drugCentral,dbid_HMDB,dbid_PolyphenolDBc,dbid_PolyphenolDBm,dbid_PubChem,dbid_PubChemLite,dbid_NORMAN,dbid_T3DB,delta_mass_for_BAs,commercially_available
CCC(C)(C)C(=O)[O-],,0,0,0,0,0,0,0,0,0,0,0,"chembl, PubChem","SODIUM 2,2-DIMETHYLBUTYRATE, Sodium 2,2-Dimethylbutyrate",C6H11NaO2,138.066,OOPXYEYPPHJHSE-UHFFFAOYSA-M,"chembl_final.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv",,CHEMBL1650317,,,,,,,,53247304,,,,120.05544,True
CCCCCCCCO,,0,0,0,1,0,0,0,0,0,0,0,"chembl, FoodDB, drugbank, HMDB, PubChem, PubChem Lite, NORMAN","OCTANOL, 1-Octanol, Caprylic alcohol, Octanol, 2-Methyloxirane;octan-1-ol;oxirane, 1-Octanol, aluminum salt, Tetraoctyloxytitanium, Tetraoctyl titanate, 2-Ethyloxirane;octan-1-ol;oxirane, Chloroplatinum;octan-1-ol, Octan-1-ol;titanium, Capryl alcohol-d18, 1-Octan-d17-ol, 1-octanol, Antimony tri(octanolate)",C8H18O,130.1357652,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","chembl_final.csv, Compound_foodDB.csv, drugbank_final.tsv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_jcooafRXkeumxRncm6RQ9h8oSUgft4859RyUde4NhnTuFLo_Agrochemical Information.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL26215,FDB012583,,DB12452,,HMDB0001183,,,"957, 62194, 84560, 110611, 165068, 173093, 6455987, 49822854, 12215303, 16212925",957,"NS00010163, NS00047200",,112.1252052,True
CS(=O)(=O)CCC#N,,0,0,0,0,0,0,0,0,0,0,0,"chembl, drugbank, HMDB, PubChem, PubChem Lite","DAPANSUTRILE, Dapansutrile",C4H7NO2S,133.0197496,LQFRYKBDZNPJSW-UHFFFAOYSA-N,"chembl_final.csv, drugbank_final.tsv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv",,CHEMBL3989943,,,DB16130,,HMDB0250857,,,12714644,12714644,,,115.0091896,True
C1CCc2nnnn2CC1,,0,0,0,0,0,0,0,0,0,0,0,"chembl, drugbank, drugCentral, HMDB, PubChem, PubChem Lite, NORMAN","PENTYLENETETRAZOL, Pentetrazol, pentetrazol, Pentylenetetrazol",C6H10N4,138.0905463,CWRVKFFCRWGWCS-UHFFFAOYSA-N,"chembl_final.csv, drugbank_final.tsv, drugCentral_final.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL116943,,,DB13415,3428,HMDB0256296,,,5917,5917,NS00003740,,120.0799863,True
CCCC(=O)OCOC(=O)C(C)(C)C,,0,0,0,0,0,0,0,2,0,0,0,"chembl, drugbank, PubChem, PubChem Lite, NORMAN","AN-9, Pivanex",C10H18O4,202.121,GYKLFBYWXZYSOW-UHFFFAOYSA-N,"chembl_final.csv, drugbank_final.tsv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL100014,,,DB05103,,,,,60748,60748,NS00068625,,184.11044,True
C[N+](C)(C)CCO,,0,0,0,1,0,0,0,0,0,0,0,"chembl, FoodDB, drugbank, drugCentral, HMDB, PubChem, PubChem Lite, NORMAN","DIAZOXIDE CHOLINE, CHOLINE BITARTRATE, CHOLINE CHLORIDE, OXTRIPHYLLINE, CHOLINE SALICYLATE, Choline, Choline chloride, Choline ascorbate, Ferrocholinate, Choline bitartrate, Oxtriphylline, Choline magnesium trisalicylate, Choline salicylate, choline, Choline Chloride, Choline Bitartrate, Choline hydroxide, Choline C-11, Cholini bitartras, Choline chloride C-11, Bis(choline)tetrathiomolybdate, 2-(Hydroxyethyl)trimethylammoniumbitartrate, Choline bicarbonate, Tricholine citrate, Chothyn, Choline methyl sulphate, Choline sulfite (1:1), Ethanaminium, 2-hydroxy-N,N,N-trimethyl-, salt with (2,5-dioxo-4-imidazolidinyl)urea (1:1), Choline iodide, Choline orotate, Maleic hydrazide choline salt, Choline Bromide, Choline dihydrogen phosphate, Methyl-D9-choline chloride, Choline-1,1,2,2-d4 bromide, Choline bromide-trimethyl-d9, 2-Hydroxy(213C)ethyl(trimethyl)azanium;chloride, Ethan-1,1,2,2-d4-aminium,2-hydroxy-N,N,N-tri(methyl-d3)-, bromide (9CI), Choline chloride-15N, 2,4-D choline salt, Methyl-d9-choline, Diazoxide choline, Choline ion",C5H14NO,104.1075391,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1","chembl_final.csv, Compound_foodDB.csv, drugbank_final.tsv, drugCentral_final.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_jcooafRXkeumxRncm6RQ9h8oSUgft4859RyUde4NhnTuFLo_Agrochemical Information.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,"CHEMBL4297276, CHEMBL2105935, CHEMBL282468, CHEMBL1200434, CHEMBL2104095","FDB000710, FDB000711, FDB003915, FDB013293, FDB019987",,"DB00122, DB01303, DB01401, DB14006",3097,"HMDB0000097, HMDB0302256",,,"305, 6209, 6900, 31255, 449688, 656652, 10198924, 14989482, 18442052, 54682045, 54686350, 131846766, 6552, 11024, 66170, 103280, 13650816, 44151541, 87300, 90484, 12797295, 46174080, 74724, 150067, 16213539, 16217619, 71308987, 71309123, 71309220, 71310335, 71714410, 16213540, 25014811",305,"NS00006125, NS00101945",,86.0969791,True
CCCCNC(=O)OCC#CI,,0,0,0,0,0,0,0,1,0,0,0,"chembl, drugbank, HMDB, PubChem, PubChem Lite, NORMAN, T3DB","IODOCARB, Iodopropynyl butylcarbamate, 3-Iodo-2-propynyl butylcarbamate, 55406-53-6, 3-Iodo-2-propynyl-N-butylcarbamate, 3-Iodo-2-propynyl butyl carbamate",C8H12INO2,280.9912721,WYVVKGNFXHOCQV-UHFFFAOYSA-N,"chembl_final.csv, drugbank_final.tsv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_jcooafRXkeumxRncm6RQ9h8oSUgft4859RyUde4NhnTuFLo_Agrochemical Information.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv, toxins.csv",,CHEMBL1893913,,,DB15666,,HMDB0246958,,,62097,62097,NS00000275,T3D0904,262.9807121,True
CCCCCCCCCCCCCCCC(=O)NCCO,232.0,0,0,0,1,0,0,0,0,0,0,0,"chembl, FoodDB, drugbank, drugCentral, HMDB, PubChem, PubChem Lite, NORMAN","PALMIDROL, Palmidrol, palmidrol, Palmitoylethanolamide, Palmitoyl Ethanolamide-d4, Palmitoylethanolamide-d4",C18H37NO2,299.2824294,"InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)","chembl_final.csv, Compound_foodDB.csv, drugbank_final.tsv, drugCentral_final.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL417675,FDB001087,,DB14043,2045,HMDB0002100,,,"4671, 44256597, 52922083",4671,NS00013930,,281.2718694,True
Fc1ccc(CN2CCC(N=c3ccc(C(F)(F)F)n[nH]3)CC2)cc1F,,0,0,0,0,0,0,0,0,0,0,0,"chembl, drugbank, HMDB, PubChem, PubChem Lite, NORMAN","JNJ-37822681, 3-Pyridazinamine, N-(1-((3,4-difluorophenyl)methyl)-4-piperidinyl)-6-(trifluoromethyl)-, 3-Pyridazinamine, N-(1-((3,4-difluorophenyl)methyl)-4-piperidinyl)-6-(trifluoromethyl)-, hydrochloride (1:2), Jnj 37822681 dihydrochloride",C17H17F5N4,372.1373374,UVUYWJWYRLJHEN-UHFFFAOYSA-N,"chembl_final.csv, drugbank_final.tsv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL3234237,,,DB12579,,HMDB0259582,,,"16058752, 91826482",16058752,NS00072136,,354.1267774,True
N#CC1CC(F)CN1C(=O)C(N)C(c1ccc(F)cc1)c1ccc(F)cc1,38.0,1,0,0,0,0,0,0,0,0,0,0,"chembl, drugbank, PubChem, PubChem Lite","DENAGLIPTIN, DENAGLIPTIN TOSYLATE, Denagliptin",C20H18F3N3O,373.14,URRAHSMDPCMOTH-LNLFQRSKSA-N,"chembl_final.csv, drugbank_final.tsv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv",,"CHEMBL2110666, CHEMBL2104962",,,DB16134,,,,,9887755,9887755,,,355.12944,True
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"chembl, PubChem, PubChem Lite, NORMAN","MIRAMISTIN, MIRAMISTIN ION, Miramistin monohydrate, Miramistin, Miramistin ion, Benzyldimethyl[3-[(1-oxotetradecyl)amino]propyl]ammonium chloride",C26H49ClN2O2,456.348,YUXKLHOWBIKGKB-UHFFFAOYSA-N,"chembl_final.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,"CHEMBL4650346, CHEMBL4650936",,,,,,,,"46175265, 72949, 72950",72950,NS00053991,,438.33744,True
N=c1[nH]c(OCCc2ccc(Cl)cc2)nc2c1ncn2C1OC(CO)C(O)C1O,,0,0,0,3,0,0,0,0,0,0,0,"chembl, drugbank, PubChem, PubChem Lite, NORMAN","SONEDENOSON, Sonedenoson",C18H20ClN5O5,421.115,WUCQGGOGHZRELS-LSCFUAHRSA-N,"chembl_final.csv, drugbank_final.tsv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL1950553,,,DB12443,,,,,9910098,9910098,NS00069684,,403.10444,True
CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21,,0,0,0,0,0,0,0,0,0,0,0,"chembl, HMDB, PubChem, PubChem Lite","BILR 355, 6H-Dipyrido[3,2-b:2',3'-e][1,4]diazepin-6-one, 11-ethyl-5,11-dihydro-5-methyl-8-[2-[(1-oxido-4-quinolinyl)oxy]ethyl]-",C25H23N5O3,441.1800896,BEMBRAMZGVDPMH-UHFFFAOYSA-N,"chembl_final.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv",,CHEMBL1630842,,,,,HMDB0249209,,,3010663,3010663,,,423.1695296,True
c1cc[nH]c1,9.0,0,0,0,0,0,0,0,0,0,0,0,"chembl, FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","PYRROLE, Pyrrole, Pyrrole-d5",C4H5N,67.04219917,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"chembl_final.csv, Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL16225,FDB014718,,,,HMDB0035924,,,"8027, 16212259",8027,NS00014390,,49.03163917,True
c1cncnc1,5.0,0,0,0,0,0,0,0,0,0,0,0,"chembl, FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","PYRIMIDINE, Pyrimidine",C4H4N2,80.03744814,InChI=1S/C4H4N2/c1-2-5-4-6-3-1/h1-4H,"chembl_final.csv, Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL15562,FDB023153,,,,HMDB0003361,,,9260,9260,NS00009251,,62.02688814,True
c1cnccn1,5.0,0,0,0,0,0,0,0,0,0,0,0,"chembl, FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","PYRAZINE, Pyrazine, CID 414920, Pyrazine-d4",C4H4N2,80.03744814,InChI=1S/C4H4N2/c1-2-6-4-3-5-1/h1-4H,"chembl_final.csv, Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL15797,FDB012468,,,,HMDB0034176,,,"9261, 414920, 16212201",9261,NS00010841,,62.02688814,True
COc1ccccc1O,12.0,0,0,0,0,1,0,0,0,0,0,0,"chembl, FoodDB, drugbank, drugCentral, HMDB, PolyphenolDB_compounds, PubChem, PubChem Lite, NORMAN, T3DB","GUAIACOL, Beechwood, creosote (fagus spp.), 2-Methoxyphenol, Guaiacol, guaiacol, Titanium, bis[2-(methoxy-kappaO)phenolato-kappaO](2-methoxyphenolato-kappaO)(2-propanolato)-, FORMALDEHYDE, mixt. with GUAIACOL",C7H8O2,124.0524295,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3","chembl_final.csv, Compound_foodDB.csv, drugbank_final.tsv, drugCentral_final.csv, HMDB_5.csv, PolyphenolDB_compounds-structures.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv, toxins.csv",,CHEMBL13766,"FDB009011, FDB011885",,DB11359,1334,HMDB0001398,650,,"460, 138401392, 51761",460,NS00010812,T3D4576,106.0418695,True
C#Cc1c[nH]c(=O)[nH]c1=O,16.0,0,0,0,0,0,0,0,0,0,0,0,"chembl, drugbank, HMDB, PubChem, PubChem Lite, NORMAN","ENILURACIL, Eniluracil",C6H4N2O2,136.0272774,JOZGNYDSEBIJDH-UHFFFAOYSA-N,"chembl_final.csv, drugbank_final.tsv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL355200,,,DB03516,,HMDB0251810,,,43157,43157,NS00068114,,118.0167174,True
CC1=CC(=O)[N-]S(=O)(=O)O1,,0,0,0,0,0,1,0,0,0,0,0,"chembl, PubChem","ACESULFAME POTASSIUM, Acesulfame potassium",C4H4KNO4S,200.95,WBZFUFAFFUEMEI-UHFFFAOYSA-M,"chembl_final.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv",,CHEMBL1351474,,,,,,,,11074431,,,,182.93944,True
Cn1cnc2c1c(=O)[nH]c(=O)n2C,1529.0,0,0,0,0,0,0,0,0,0,0,0,"chembl, FoodDB, drugbank, drugCentral, HMDB, PubChem, PubChem Lite, NORMAN","THEOBROMINE, Theobromine, theobromine, Theobromine, monohydriodide, Theobromine-d6",C7H8N4O2,180.0647255,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)","chembl_final.csv, Compound_foodDB.csv, drugbank_final.tsv, drugCentral_final.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,CHEMBL1114,FDB000455,,DB01412,2618,HMDB0002825,,,"5429, 205018, 53442231",5429,NS00009946,,162.0541655,True
